character_id,eidolon,eidolon_name,description
robin,5,Lonestar's Lament,"Basic ATK Lv. +1, up to a maximum of Lv. 10. Talent Lv. +2, up to a maximum of Lv. 15."
robin,6,Moonless Midnight,"While the ""Concerto"" state is active, the CRIT DMG for the Physical Additional DMG caused by the Ultimate increases by 450%. The effect of ""Moonless Midnight"" can trigger up to 8 time(s) and the trigger count resets each time the Ultimate is used."
ruan_mei,1,Neuronic Embroidery,"While the Ultimate's Zone is deployed, the DMG dealt by all allies ignores 20% of the target's DEF."
ruan_mei,2,Reedside Promenade,"While Ruan Mei is on the field, all allies increase their ATK by 40% when dealing DMG to enemies that are Weakness Broken."
ruan_mei,3,Viridescent Pirouette,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
ruan_mei,4,Chatoyant Éclat,"When an enemy target's Weakness is Broken, Ruan Mei's Break Effect increases by 100% for 3 turn(s)."
ruan_mei,5,Languid Barrette,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
ruan_mei,6,Sash Cascade,Extends the duration of the Ultimate's Zone by 1 turn(s). The Talent's Break DMG multiplier additionally increases by 200%.
saber,1,The Lost White Walls,"Increases the Ultimate DMG dealt by Saber by 60%. After Saber uses Basic ATK or Skill, gains 1 ""Core Resonance."""
saber,2,The Lost Oath of the Round Table,"For every 1 point of ""Core Resonance"" gained in this battle, Saber's DMG dealt ignores 1% of the target's DEF. This effect stacks up to 15 time(s). When triggering the ""Core Resonance"" effect to boost Skill's multiplier, each point of ""Core Resonance"" additionally increases the DMG multiplier for the current instance of Skill by 7%."
saber,3,A Wish Across Fifteen Centuries,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
saber,4,The Saga of Sixteen Winter Days,"Increases Saber's Wind RES PEN by 8%. After using Ultimate, increases Saber's Wind RES PEN by 4%. This effect stacks up to 3 time(s)."
saber,5,The Dreamed Utopian Dawn,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
saber,6,The Long Fated Night,"The Wind RES PEN of the Ultimate DMG dealt by Saber increases by 20%. The amount of overflow Energy that can be accumulated with the Trace ""Blessing of the Lake"" increases to 200. After using Ultimate for the first time upon entering combat, regenerates a fixed amount of 300 Energy for Saber. This effect can trigger 1 time after every 3 Ultimate use(s)."
sampo,1,Rising Love,"When using Skill, deals DMG for 1 extra time(s) to a random enemy."
sampo,2,Infectious Enthusiasm,"Defeating an enemy afflicted with Wind Shear has a 100% base chance to inflict all enemies with 1 stack(s) of Wind Shear, equivalent to that of Skill."
sampo,3,Big Money!,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
sampo,4,"The Deeper the Love, the Stronger the Hate","When Skill hits an enemy with 5 or more stack(s) of Wind Shear, the enemy immediately takes 8% of current Wind Shear DMG."
sampo,5,Huuuuge Money!,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
sampo,6,Increased Spending,Talent's Wind Shear DMG multiplier increases by 15%.
seele,1,Extirpating Slash,"When dealing DMG to an enemy whose HP percentage is 80% or lower, CRIT Rate increases by 15%."
seele,2,Dancing Butterfly,The SPD Boost effect of Seele's Skill can stack up to 2 time(s).
seele,3,Dazzling Tumult,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
seele,4,Flitting Phantasm,Seele regenerates 15 Energy when she defeats an enemy.
seele,5,Piercing Shards,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
seele,6,Shattering Shambles,"After attacking with Ultimate, Seele inflicts ""Butterfly Flurry"" on the attacked enemy target for 1 turn(s). Enemies in ""Butterfly Flurry"" will additionally take 1 instance of Quantum Additional DMG equal to 15% of Seele's Ultimate DMG every time they are attacked. If the target is defeated by the ""Butterfly Flurry"" state's Additional DMG triggered by other allies' attacks, Seele's Talent will not be triggered. When Seele is knocked down, the ""Butterfly Flurry"" inflicted on the enemies will be removed."
serval,1,Echo Chamber,Basic ATK deals Lightning DMG equal to 60% of Basic ATK DMG to a random target adjacent to the target enemy.
serval,2,Encore!,"Every time Serval's Talent is triggered to deal Additional DMG, she regenerates 4 Energy."
serval,3,"Listen, the Heartbeat of the Gears","Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
serval,4,Make Some Noise!,Ultimate has a 100% base chance to apply Shock to any enemies not currently Shocked. This Shock has the same effects as the one applied by Skill.
serval,5,Belobog's Loudest Roar!,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
serval,6,This Song Rocks to Heaven!,Serval deals 30% more DMG to Shocked enemies.
silver_wolf,1,Social Engineering,"After using her Ultimate to attack enemies, Silver Wolf regenerates 7 Energy for every debuff that the target enemy currently has. This effect can be triggered up to 5 time(s) in each use of her Ultimate."
silver_wolf,2,Zombie Network,"When an enemy enters combat, reduces their Effect RES by 20%."
silver_wolf,3,Payload,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
silver_wolf,4,Bounce Attack,"After using her Ultimate to attack enemies, deals Quantum Additional DMG equal to 20% of Silver Wolf's ATK for every debuff currently on the enemy target. This effect can be triggered for a maximum of 5 time(s) during each use of her Ultimate."
silver_wolf,5,Brute Force Attack,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
silver_wolf,6,Overlay Network,"For every debuff the enemy target has, the DMG dealt by Silver Wolf to it increases by 20%, up to a max increase of 100%."
silver_wolf_lv_999,1,Aether Editing: Eidolon +1,"""Premium Supply Mystery Box"" additionally provides 2 Punchline(s) and increases the Elation of DMG dealt by 200%."
silver_wolf_lv_999,2,"A Feature, Not a Bug","Enemy targets in the Zone will be implanted with ""Absolute Weakness"": Has All-Type Weakness, and All-Type Base RES is reduced to 0 (If Base RES is already 0, then the corresponding Type RES decreases by 20%). When targets with ""Absolute Weakness"" implanted take Elation DMG from allies, the DMG taken will be recorded by Silver Wolf LV.999 (except overflow DMG). After the Final Hit of Enhanced Basic ATK, additionally deals True DMG equal to 20% of the recorded value that is distributed evenly among all enemies, then the recorded value is cleared."
silver_wolf_lv_999,3,Only 15 Levels? Who Wrote This?,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10. Elation Skill Lv. +1, up to a maximum of Lv. 15."
silver_wolf_lv_999,4,"I Came, I Saw, I... One-Shot","Elation DMG dealt by ""Honkai-Level DMG Demonstration"" additionally takes into account 999 Punchlines."
silver_wolf_lv_999,5,Basic ATK Is the New Ultimate,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15. Elation Skill Lv. +1, up to a maximum of Lv. 15."
silver_wolf_lv_999,6,Max Solo Leveling,"Elation DMG dealt merrymakes by 25%. Enhanced Basic ATK does not clear ""Hidden Ranking,"" reserving 30% of the ""Hidden Ranking"" instead. While in the ""Invincible Player"" state, when the overflowing ""Hidden Ranking"" reaches its limit, Silver Wolf LV.999 immediately takes action."
sparkle,1,Suspension of Disbelief,The Cipher effect granted by the Ultimate lasts for 1 extra turn. All allies with Cipher have their ATK increased by 40%.
sparkle,2,Purely Fictitious,Every stack of the Talent's effect allows allies to additionally ignore 8% of the target's DEF when dealing DMG.
sparkle,3,Pipedream,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
sparkle,4,Life Is a Gamble,The Ultimate recovers 1 more Skill Point. The Talent additionally increases the Max Skill Points by 1.
sparkle,5,Parallax Truth,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
sparkle,6,Narrative Polysemy,"The CRIT DMG Boost effect provided by the Skill additionally increases by an amount equal to 30% of Sparkle's CRIT DMG. When Sparkle uses Skill, her Skill's CRIT DMG Boost effect will apply to all teammates with Cipher. When Sparkle uses her Ultimate, any single ally who benefits from her Skill's CRIT DMG Boost will spread that effect to teammates with Cipher."
sparxie,1,#GoingViral #WhoIsShe,"When Aha Instant ends, gains 5 Punchline. For every 1 Punchline owned, increases All-Type RES PEN for all allies by 1.5%, up to a max increase of 15%."
sparxie,2,#AudienceKnows,"When Aha Instant ends, Sparxie gains 1 extra turn and 2 ""Thrill."" For every 1 ""Thrill"" consumed, increases this unit's CRIT DMG by 10%, lasting for 2 turn(s) and stacking up to 4 time(s)."
sparxie,3,#LinkUp #HeartSkip,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10. Elation Skill Lv. +1, up to a maximum of Lv. 15."
sparxie,4,#LockedIn #FaceCard,"When using Ultimate, additionally gains 5 Punchline and increases this unit's Elation by 36% for 3 turn(s)."
sparxie,5,#HealingTheWorld #GoodVibesOnly,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15. Elation Skill Lv. +1, up to a maximum of Lv. 15."
sparxie,6,#BuiltDifferent #GoingExtinct,"Increases All-Type RES PEN by 20%. For every 1 Punchline taken into account, the number of additional DMG instances dealt by the Elation Skill increases by 1, up to a max of 40."
sunday,1,Millennium's Quietus,"When Sunday uses Skill, the target character can ignore 16% of enemy target's DEF to deal DMG and their summon can ignore 40% of enemy target's DEF to deal DMG, lasting for 2 turn(s)."
sunday,2,Faith Outstrips Frailty,"After the first use of Ultimate, recovers 2 Skill Point(s). The DMG dealt by ""The Beatified"" increases by 30%."
sunday,3,Hermitage of Thorns,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
sunday,4,Sculpture's Preamble,"When the turn starts, regenerates 8 Energy."
sunday,5,Paper Raft in Silver Bay,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
sunday,6,Dawn of Sidereal Cacophony,"The Talent's CRIT Rate boost effect becomes stackable up to 3 time(s), and the Talent's duration increases by 1 turn(s). When Sunday uses Ultimate, can also apply the Talent's CRIT Rate boost effect to the target. When the Talent's CRIT Rate boost takes effect and the target's CRIT Rate exceeds 100%, every 1% of excess CRIT Rate increases CRIT DMG by 2%."
sushang,1,Cut With Ease,"After using Skill against a Weakness Broken enemy, regenerates 1 Skill Point."
sushang,2,Refine in Toil,"After Sword Stance is triggered, the DMG taken by Sushang is reduced by 20% for 1 turn."
sushang,3,Rise From Fame,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
sushang,4,Cleave With Heart,Sushang's Break Effect increases by 40%.
sushang,5,Prevail via Taixu,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
sushang,6,Dwell Like Water,"Talent's SPD Boost is stackable and can stack up to 2 times. Additionally, after entering battle, Sushang immediately gains 1 stack of her Talent's SPD Boost."
the_dahlia,1,When a Bud Readies to Bloom,"The Super Break DMG multiplier provided by Talent to ""Dance Partners"" now applies to all ally characters, with ""Dance Partners"" additionally receiving a 40% boost. After ""Dance Partners"" use an attack, additionally deals the attacked enemy targets a fixed amount of Toughness Reduction equal to 25% of their Max Toughness (minimum 10, maximum 300). This effect can only trigger once per enemy target, and this trigger count resets after the enemy target receives a killing blow."
the_dahlia,2,"Fresh, Ethereal, and Beloved","When The Dahlia is on the field, decreases all enemies' All-Type RES by 20%. When an enemy target enters the field, immediately inflicts ""Wilt"" on them, lasting for 3 turn(s)."
the_dahlia,3,Pity Its Petals Thin as Mist,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
the_dahlia,4,Pity Its Heart Gnawed by Worms,"Increases the number of DMG instances dealt by Talent's Follow-Up ATK by 5. Upon its use, the DMG taken by all enemy targets increases by 12%, lasting for 2 turn(s)."
the_dahlia,5,"Fallen, Decayed, and Despised","Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
the_dahlia,6,"And Yet, Always, Deathly Beautiful","Increases Dance Partners' Break Effect by 150%. When using Talent's Follow-Up ATK, advances the next action of all ""Dance Partners"" by 20%."
the_herta,1,Night at Shorefall,"When the Enhanced Skill calculates the number of ""Interpretation"" stacks, additionally counts 50% of the number of ""Interpretation"" stacks on the 1 target with the most stacks among the primary target and adjacent targets. When ""Interpretation"" is reset by using the Enhanced Skill, its stack number is reset to 15 instead."
the_herta,2,Wind Through Keyhole,"After The Herta enters combat or uses Ultimate, additionally gains 1 ""Inspiration"" stack. After using Enhanced Skill, advances The Herta's next action by 35%."
the_herta,3,Door into Summer,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
the_herta,4,The Sixteenth Key,The SPD of Erudition characters in the team increases by 12%.
the_herta,5,Bitter Pill of Truth,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
the_herta,6,Sweet Lure of Answer,"The Herta's Ice RES PEN increases by 20%. When the number of enemy targets on the field is 3 (or more)/2/1, Ultimate's DMG multiplier increases by 140%/250%/400% respectively."
tingyun,1,Windfall of Lucky Springs,"After using their Ultimate, the ally with Benediction gains a 20% increase in SPD for 1 turn."
tingyun,2,"Gainfully Gives, Givingly Gains",The ally with Benediction regenerates 5 Energy after defeating an enemy. This effect can only be triggered once per turn.
tingyun,3,Halcyon Bequest,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
tingyun,4,Jovial Versatility,The DMG multiplier provided by Benediction increases by 20%.
tingyun,5,Sauntering Coquette,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
tingyun,6,Peace Brings Wealth to All,Ultimate regenerates 10 more Energy for the target ally.
topaz_numby,1,Future Market,"When enemies afflicted with ""Proof of Debt"" receive Follow-Up ATKs, they will enter the ""Debtor"" state. This can take effect only once within a single attack. The ""Debtor"" state increases the CRIT DMG of Follow-Up ATKs inflicted on the enemy target by 25%, stacking up to 2 time(s). When ""Proof of Debt"" is removed, the ""Debtor"" state is also removed."
topaz_numby,2,Bona Fide Acquisition,"After Numby takes action and launches an attack, Topaz regenerates 5 Energy."
topaz_numby,3,Seize the Big and Free the Small,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
topaz_numby,4,Agile Operation,"After Numby's turn begins, Topaz's action advances by 20%."
topaz_numby,5,Inflationary Demand,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
topaz_numby,6,Incentive Mechanism,"Numby's attack count during the ""Windfall Bonanza!"" state increases by 1, and its Fire RES PEN increases by 10% when it attacks."
trailblazer_destruction,1,A Falling Star,"When enemies are defeated due to the Trailblazer's Ultimate, the Trailblazer regenerates 10 extra Energy. This effect can only be triggered once per attack."
trailblazer_destruction,2,An Unwilling Host,Attacking enemies with Physical Weakness restores the Trailblazer's HP equal to 5% of the Trailblazer's ATK.
trailblazer_destruction,3,A Leading Whisper,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
trailblazer_destruction,4,A Destructing Glance,"When attacking an enemy that is Weakness Broken, increases CRIT Rate by 25%."
trailblazer_destruction,5,A Surviving Hope,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
trailblazer_destruction,6,A Trailblazing Will,The Trailblazer's Talent is also triggered when they defeat an enemy.
trailblazer_elation,1,Believe in the Light,"After using a Skill, the next Ultimate increases the ""Certified Banger"" gained by ally targets by 2. This effect can stack up to 3 times."
trailblazer_elation,2,Iconic Scene in Progress...,"Ultimate additionally increases the Elation of a designated ally by 12%, lasting for 2 turn(s)."
trailblazer_elation,3,Eyes On Me,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15. Elation Skill Lv. +1, up to a maximum of Lv. 15."
trailblazer_elation,4,Saving the World Just Cause,"When using an Elation Skill, increases DMG taken by enemy targets by 10%, lasting for 2 turn(s)."
trailblazer_elation,5,Love and Courage Never Go Out of Style,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10. Elation Skill Lv. +1, up to a maximum of Lv. 15."
trailblazer_elation,6,A Cosmic Legend Cometh!,"When the Trailblazer uses their Ultimate on an ally target other than themselves, the Trailblazer also gains the same Ultimate effect."
trailblazer_harmony,1,Best Seat in the House,"After using Skill for the first time, immediately recovers 1 Skill Point(s)."
trailblazer_harmony,2,Jailbreaking Rainbowwalk,"When the battle starts, the Trailblazer's Energy Regeneration Rate increases by 25%, lasting for 3 turn(s)."
trailblazer_harmony,3,Sanatorium for Rest Notes,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
trailblazer_harmony,4,Dove in Tophat,"While the Trailblazer is on the field, increases the Break Effect of all teammates (excluding the Trailblazer), by an amount equal to 15% of the Trailblazer's Break Effect."
trailblazer_harmony,5,Poem Favors Rhythms of Old,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
trailblazer_harmony,6,"Tomorrow, Rest in Spotlight",The number of additional DMG applications by the Skill increases by 2.
trailblazer_preservation,1,Earth-Shaking Resonance,"When the Trailblazer uses their Basic ATK, additionally deals Fire DMG equal to 25% of the Trailblazer's DEF. When the Trailblazer uses their enhanced Basic ATK, additionally deals Fire DMG equal to 50% of the Trailblazer's DEF."
trailblazer_preservation,2,Time-Defying Tenacity,The Shield applied to all allies from the Trailblazer's Talent will block extra DMG equal to 2% of the Trailblazer's DEF plus 27.
trailblazer_preservation,3,Trail-Blazing Blueprint,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
trailblazer_preservation,4,Nation-Building Oath,"At the start of the battle, immediately gains 4 stack(s) of Magma Will."
trailblazer_preservation,5,Spirit-Warming Flame,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
trailblazer_preservation,6,City-Forging Bulwarks,"After the Trailblazer uses enhanced Basic ATK or Ultimate, their DEF increases by 10%. Stacks up to 3 time(s)."
trailblazer_remembrance,1,Narrator of the Present,"Increases the CRIT Rate of ally targets with ""Mem's Support"" by 10%. When an ally target has ""Mem's Support,"" the effect of ""Mem's Support"" also applies to the target's memosprite/memomaster. This effect cannot stack."
trailblazer_remembrance,2,Gleaner of the Past,"When ally memosprites (aside from Mem) take action, Trailblazer regenerates 8 Energy. This effect can trigger a max of 1 time(s) per turn. The trigger count resets at the start of Trailblazer's turn."
trailblazer_remembrance,3,Chanter of the Future,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15. Memosprite Talent Lv. +1, up to a maximum of Lv. 10."
trailblazer_remembrance,4,Dancer of the Muse,"When an ally target with 0 Max Energy actively uses an ability, Mem can also gain 3% Charge, and the multiplier of the True DMG dealt by this target via ""Mem's Support"" additionally increases by 6%."
trailblazer_remembrance,5,Seamster of the Ode,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10. Memosprite Skill Lv. +1, up to a maximum of Lv. 10."
trailblazer_remembrance,6,Bearer of the Revelation,Ultimate's CRIT Rate is set at 100%.
tribbie,1,Rite of Sugar Scoop,"While the Zone lasts and after ally targets attack enemies, additionally deals True DMG equal to 24% of the total DMG of this attack to targets that have been dealt Additional DMG by the Zone."
tribbie,2,Guide of Dream Tour,"The Additional DMG dealt by the Zone increases to 120% of the original DMG. When the Zone deals Additional DMG, further deals 1 instance(s) of Additional DMG."
tribbie,3,Trove of Morning Glow,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
tribbie,4,Peace of Empathy Bond,"While ""Numinosity"" lasts, the DMG dealt by all allies ignores 18% of the target's DEF."
tribbie,5,Clock of Wonder Origin,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
tribbie,6,Morrow of Star Shine,"After Tribbie uses Ultimate, launches her Talent's Follow-Up ATK against all enemies. The DMG dealt by Talent's Follow-Up ATK increases by 729%."
welt,1,Legacy of Honor,"After using Ultimate, Welt gets enhanced. Then, the next 2 time(s) he uses Basic ATK or Skill, deals 1 extra instance of Additional DMG to the enemy target. The Additional DMG dealt when using Basic ATK is equal to 50% of Basic ATK DMG multiplier. The Additional DMG dealt when using Skill is equal to 80% of Skill DMG multiplier."
welt,2,Conflux of Stars,"When his Talent is triggered, Welt regenerates 3 Energy."
welt,3,Prayer of Peace,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
welt,4,Appellation of Justice,"When using Skill, increases the base chance of reducing the attacked enemy target's SPD by 35%."
welt,5,Power of Kindness,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
welt,6,Prospect of Glory,"When using Skill, deals DMG for 1 extra time to a random enemy."
xueyi,1,"Dvesha, Inhibited",Increases the DMG dealt by the Talent's Follow-Up ATK by 40%.
xueyi,2,"Klesha, Breached","Talent's Follow-Up ATK Reduces enemy Toughness regardless of Weakness types. At the same time, restores Xueyi's HP by an amount equal to 5% of her Max HP. When breaking Weakness, triggers the Quantum Break Effect."
xueyi,3,"Duḥkha, Ceased","Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
xueyi,4,"Karma, Severed","When using Ultimate, increases Break Effect by 40% for 2 turn(s)."
xueyi,5,"Deva, Enthralled","Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
xueyi,6,"Saṃsāra, Mastered",The max stack limit for Karma decreases to 6.
yanqing,1,Svelte Saber,"When Yanqing attacks a Frozen enemy, he deals Ice Additional DMG equal to 60% of his ATK."
yanqing,2,Supine Serenade,"When Soulsteel Sync is active, Energy Regeneration Rate increases by an extra 10%."
yanqing,3,Sword Savant,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
yanqing,4,Searing Sting,"When the current HP percentage is 80% or higher, this unit's Ice RES PEN increases by 12%."
yanqing,5,Surging Strife,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
yanqing,6,Swift Swoop,"If the buffs from ""Soulsteel Sync"" or the Ultimate are in effect when an enemy is defeated, the duration of these buffs is extended by 1 turn."
yao_guang,1,Chuckle Chimes Where Jade Falls,"In Aha's extra turn triggered by Ultimate, the fixed amount of Punchline taken into account increases to 40. When dealing Elation DMG, all ally targets ignore 20% of the target's DEF."
yao_guang,2,Blind Arrows Guided by Feathers,"While the Zone is active, increases all ally targets' SPD by 12%, and additionally increases Elation by 16%."
yao_guang,3,Auspices Mirrored In Decalight,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10. Elation Skill Lv. +1, up to a maximum of Lv. 15."
yao_guang,4,Threads of Fate Colored by Plumes,"In Aha's extra turn triggered by Yao Guang's Ultimate, the DMG dealt by all ally characters' Elation Skill becomes 150% of the original DMG."
yao_guang,5,Bejeweled in Radiant Grace,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15. Elation Skill Lv. +1, up to a maximum of Lv. 15."
yao_guang,6,Ferried Along the Astral Arc,All ally targets' Elation DMG merrymakes by 25%. Increases the DMG multiplier of Yao Guang's Elation Skill by 100% of its original multiplier.
yukong,1,Aerial Marshal,"At the start of battle, increases the SPD of all allies by 10% for 2 turn(s)."
yukong,2,Skyward Command,"When any ally's current energy is equal to its energy limit, Yukong regenerates an additional 5 energy. This effect can only be triggered once for each ally. The trigger count is reset after Yukong uses her Ultimate."
yukong,3,Torrential Fusillade,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
yukong,4,Zephyrean Echoes,"When ""Roaring Bowstrings"" is active, Yukong deals 30% more DMG to enemies."
yukong,5,August Deadshot,"Ultimate Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
yukong,6,Bowstring Thunderclap,"When Yukong uses her Ultimate, she immediately gains 1 stack(s) of ""Roaring Bowstrings."""
yunli,1,Weathered Blade Does Not Sully,"Increases DMG dealt by ""Intuit: Slash"" and ""Intuit: Cull"" by 20%. Increases the number of additional DMG instances for ""Intuit: Cull"" by 3."
yunli,2,First Luster Breaks Dawn,"When dealing DMG via Counter, ignores 20% of the target's DEF."
yunli,3,Mastlength Twirls Mountweight,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
yunli,4,Artisan's Ironsong,"After launching ""Intuit: Slash"" or ""Intuit: Cull,"" increases this unit's Effect RES by 50%, lasting for 1 turn(s)."
yunli,5,Blade of Old Outlasts All,"Skill Lv. +2, up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
yunli,6,"Walk in Blade, Talk in Zither","While ""Parry"" is active, if an enemy actively uses their abilities, regardless of whether it attacks Yunli or not, it will trigger ""Intuit: Cull"" and remove the ""Parry"" effect. When dealing DMG via ""Intuit: Slash"" or ""Intuit: Cull,"" increases CRIT Rate by 15% and Physical RES PEN by 20%."
